Peptide	ControlCount	SampleCount	ControlZ	SampleZ
PV2_003524	16.19	873.34	-2.25467	239.236
PV2_003525	7.14	402.86	-0.306096	94.718
PV2_003526	8.57	6.86	-0.786749	-0.147414
PV2_003527	3.33	42.15	2.74811	16.534
PV2_003528	32.37	9.8	-0.984223	-0.0359462
PV2_003529	168.52	21.56	2.15482	-0.700584
PV2_003530	1.9	76.45	-3.40254	16.8526
PV2_003531	40.94	35.29	-0.128922	5.07486
PV2_003532	229.45	149.97	3.78976	15.1093
PV2_003533	72.36	24.5	0.126371	1.94201
PV2_003534	18.09	86.26	-0.0973094	17.7099
PV2_003535	29.04	975.28	1.38894	228.48
PV2_003536	16.19	671.43	-2.32435	156.567
PV2_003537	5.24	395.01	1.019	96.7888
PV2_003538	34.27	14.7	-1.32402	0.529777
PV2_003539	50.46	14.7	-0.172677	0.294373
PV2_003540	17.14	4.9	1.68819	-0.718831
PV2_003541	25.23	266.61	-1.23162	62.267
PV2_003542	158.04	143.11	1.78117	17.5929
PV2_003543	25.23	351.89	2.28896	78.0508
PV2_003544	5.24	4.9	1.25461	-0.0170457
PV2_003545	112.34	31.37	-0.0162097	2.58926
PV2_003546	10	950.78	0.0194507	249.129
PV2_003547	17.14	11.76	-0.154882	0.705268
PV2_003548	27.13	1407.54	-0.243784	343.185
PV2_003549	31.42	7.84	2.05733	-0.377089
PV2_003550	17.14	31.37	0.138444	6.15465
PV2_003551	15.71	96.06	-0.340771	22.7428
PV2_003552	3.81	373.45	-1.43082	102.04
PV2_003553	25.71	74.49	1.52331	14.6715
PV2_003554	249.92	128.4	-1.42732	6.2037
PV2_003555	9.04	43.13	0.0157128	9.85723
PV2_003556	22.37	124.48	1.43911	26.3837
PV2_003557	8.57	693.97	-1.3806	157.976
PV2_003558	0	28.43	-2.38063	10.858
PV2_003559	37.13	536.16	-1.45409	123.433
PV2_003560	56.17	99.98	-0.52598	18.1093
PV2_003561	35.7	994.89	1.62071	239.304
PV2_003562	13.33	7.84	-0.112074	-0.194616
PV2_003563	108.54	164.67	0.985813	24.0671
PV2_003564	51.89	661.62	-2.33849	141.704
PV2_003565	81.4	14.7	-2.37118	-0.824627
PV2_003566	43.32	15.68	-0.0457554	0.96314
PV2_003567	211.36	27.45	-0.0605158	-1.25117
PV2_003568	8.57	64.69	1.73319	16.2152
PV2_003569	41.89	16.66	1.02789	1.42371
PV2_003570	14.76	7.84	0.413272	-0.11923
PV2_003571	39.51	395.99	-0.211808	86.7825
PV2_003572	20.95	1.96	1.06799	-1.42813
PV2_003573	18.57	6.86	-0.223488	-0.562567
PV2_003574	5.24	569.49	-1.58714	151.585
PV2_003575	111.87	37.25	-2.00007	2.6059
PV2_003576	19.04	9.8	-1.83591	-0.206775
PV2_003577	125.67	22.54	-1.49907	0.250968
PV2_003578	0	12.74	-2.97006	1.93988
PV2_003579	3.81	0	-1.22134	-1.55828
PV2_003580	58.08	14.7	-2.55255	0.00390357
PV2_003581	7.62	4.9	-1.46539	-0.765278
PV2_003582	0.95	23.52	-2.38374	6.43469
PV2_003583	93.3	28.43	-1.36434	2.12266
PV2_003584	32.37	8.82	-1.19133	-0.651141
PV2_003585	19.99	3.92	1.41386	-0.990584
PV2_003586	35.7	10.78	-1.78037	-0.372611
PV2_003587	76.64	273.47	-1.50655	45.8652
PV2_003588	33.8	7.84	-1.91666	-0.770745
PV2_003589	15.23	540.08	-1.37394	120.948
PV2_003590	11.42	48.03	-0.817855	8.98583
PV2_003591	21.9	13.72	-0.856173	0.855323
PV2_003592	88.54	11.76	-0.16559	-0.973774
PV2_003593	65.22	159.77	-0.381488	31.5207
PV2_003594	0.48	72.53	-1.82751	23.727
PV2_003595	42.37	173.49	1.56993	41.4145
PV2_003596	10.95	1107.61	2.89024	263.462
PV2_003597	5.24	878.24	1.59961	301.44
PV2_003598	28.09	305.82	0.339889	72.8453
PV2_003599	24.75	94.1	3.54914	23.1384
PV2_003600	30.47	21.56	-0.454204	2.67703
PV2_003601	109.49	13.72	1.7775	-1.42032
PV2_003602	166.61	29.41	-0.927496	0.528641
PV2_003603	1.43	9.8	-3.32346	1.01528
PV2_003604	170.42	20.58	2.61402	-0.44522
PV2_003605	78.07	26.46	1.00295	2.48376
PV2_003606	46.65	100.96	-1.8232	19.7683
PV2_003607	4.76	20.58	0.824017	3.86453
PV2_003608	0.48	3.92	-2.47188	0.090858
PV2_003609	99.49	27.45	-2.07137	1.38643
PV2_003610	4.76	2.94	0.872917	-0.729323
PV2_003611	35.7	82.34	2.19123	17.5903
PV2_003612	14.76	36.27	1.82331	6.71804
PV2_003613	11.42	29.41	-2.1522	5.70325
PV2_003614	12.85	297	-1.72659	74.5293
PV2_003615	31.42	19.6	-1.55321	1.93972
PV2_003616	4.28	13.72	-0.845699	2.26181
PV2_003617	10	422.46	0.633539	111.82
PV2_003618	18.09	14.7	-0.0879316	1.20949
PV2_003619	22.37	7.84	1.67393	-0.21065
PV2_003620	25.23	44.11	1.4369	7.81231
PV2_003621	17.14	8.82	0.618468	0.402032
PV2_003622	80.45	12.74	-1.12732	-1.18129
PV2_003623	97.11	32.35	-1.30824	2.23783
PV2_003624	18.57	11.76	-1.76499	0.729966
PV2_003625	52.36	71.55	-1.13274	12.7737
PV2_003626	29.99	26.46	0.406351	4.11415
PV2_003627	19.52	45.09	1.48167	10.0587
PV2_003628	108.54	40.19	-1.16475	3.19673
PV2_003629	12.85	70.57	-0.2186	15.4168
PV2_003630	16.19	99	-0.725725	20.7282
PV2_003631	82.35	26.46	-1.03914	1.32402
PV2_003632	10	2.94	-0.867973	-1.06049
PV2_003633	56.65	15.68	0.936021	0.400584
PV2_003634	16.19	14.7	-1.08819	1.23461
PV2_003635	37.13	4.9	-0.716831	-1.61852
PV2_003636	24.28	9.8	0.312854	0.345578
PV2_003637	158.04	33.33	1.78117	1.93152
PV2_003638	33.8	28.43	-2.63135	3.39245
PV2_003639	15.71	11.76	0.783097	0.709109
PV2_003640	19.99	9.8	0.989171	0.236203
PV2_003641	62.36	8.82	0.626339	-0.745867
PV2_003642	75.21	10.78	1.36099	-0.862708
PV2_003643	11.9	9.8	-1.68934	0.466549
PV2_003644	18.09	64.69	-0.0879316	12.7695
PV2_003645	7.14	10.78	-1.15413	1.07511
PV2_003646	68.07	23.52	-2.6811	1.13146
PV2_003647	28.56	26.46	-2.32642	2.8672
PV2_003648	13.81	0	0.25189	-2.05401
PV2_003649	14.76	518.52	-2.19943	115.862
PV2_003650	16.19	6.86	-1.73499	-0.6149
PV2_003651	17.61	7.84	0.715315	0.0742324
PV2_003652	95.68	11.76	3.34698	-0.820064
PV2_003653	19.04	5.88	-1.50029	-0.804822
PV2_003654	66.17	2.94	1.24057	-2.00788
PV2_003655	77.12	14.7	0.239715	-0.476805
PV2_003656	13.33	4.9	0.140925	-0.782183
PV2_003657	11.42	324.44	-0.206685	72.854
PV2_003658	104.25	32.35	0.301333	2.07889
PV2_003659	60.93	28.43	0.339917	3.12227
PV2_003660	163.76	32.35	0.257907	1.55109
PV2_003661	28.56	30.39	-2.20492	4.33166
PV2_003662	6.19	5.88	-1.05524	-0.267713
PV2_003663	26.66	11.76	-0.545364	0.526719
PV2_003664	39.04	5.88	2.81812	-1.0177
PV2_003665	37.61	7.84	-1.28683	-0.952143
PV2_003666	144.72	33.33	-2.79286	1.04523
PV2_003667	110.44	29.41	-1.37465	0.984641
PV2_003668	72.83	7.84	0.278273	-1.47699
PV2_003669	124.25	18.62	-2.52562	-1.59507
PV2_003670	10	7.84	-1.35932	-0.0656984
PV2_003671	134.24	17.64	-0.936631	-0.856085
PV2_003672	11.9	5.88	-1.92903	-0.605549
PV2_003673	30.47	7.84	2.47341	-0.102415
PV2_003674	131.86	17.64	-1.47645	-1.29834
PV2_003675	184.23	21.56	-0.271798	-1.77017
PV2_003676	146.14	26.46	-4.40393	0.609315
PV2_003677	8.09	1.96	0.443045	-1.15758
PV2_003678	128.53	23.52	-2.65311	0.709868
PV2_003679	239.45	33.33	-0.807205	-0.577673
PV2_003680	54.74	11.76	0.496771	-0.247219
PV2_003681	117.58	13.72	-0.148036	-1.99547
PV2_003682	91.4	5.88	0.637555	-2.10599
PV2_003683	139.95	51.95	1.03207	5.14974
PV2_003684	7.62	18.62	0.772429	3.31956
PV2_003685	14.28	0.98	0.573854	-1.46278
PV2_003686	140.91	20.58	2.12327	-0.147934
PV2_003687	82.35	13.72	-2.44944	-1.25161
PV2_003688	37.13	5.88	-0.139131	-1.25173
PV2_003689	0.48	0	-3.01068	-1.3556
PV2_003690	221.83	21.56	-1.07735	-0.335388
PV2_003691	27.13	10.78	-2.5696	-0.200784
PV2_003692	3.81	2.94	-1.22134	-0.744847
PV2_003693	193.27	135.27	1.19091	13.9573
PV2_003694	74.74	5.88	0.332624	-2.22136
PV2_003695	47.6	18.62	1.44976	1.65475
PV2_003696	26.18	2.94	-0.6481	-1.8653
PV2_003697	49.98	8.82	0.432612	-0.906821
PV2_003698	57.12	181.33	-0.639351	34.7133
PV2_003699	2.86	6.86	-0.882097	0.407618
PV2_003700	2.38	3.92	-1.77578	-0.476477
PV2_003701	44.27	33.33	1.62901	5.46343
PV2_003702	257.54	44.11	1.46712	1.05098
PV2_003703	146.14	26.46	-2.48681	0.435655
PV2_003704	26.18	17.64	2.46338	1.80861
PV2_003705	16.19	15.68	-5.0727	0.976972
PV2_003706	59.03	105.86	-0.865403	18.3347
PV2_003707	76.17	6.86	2.76515	-1.39978
PV2_003708	92.83	23.52	0.923462	1.57676
PV2_003709	3.33	2.94	-0.224025	-0.481444
PV2_003710	129.48	13.72	1.0551	-0.92876
PV2_003711	60.46	7.84	-0.0657293	-1.40603
PV2_003712	27.13	17.64	-0.417062	1.6982
PV2_003713	53.32	23.52	-0.550115	2.4802
PV2_003714	54.27	16.66	-2.29013	0.429802
PV2_003715	19.52	79.39	0.273805	16.0471
PV2_003716	29.04	14.7	-0.209299	0.952346
PV2_003717	15.71	10.78	0.783097	0.491475
PV2_003718	2.86	3.92	-2.18932	-0.578273
PV2_003719	77.12	10.78	-2.48681	-0.929732
PV2_003720	55.7	97.04	-1.45358	16.4716
PV2_003721	60.93	12.74	0.478331	-0.242337
PV2_003722	50.46	24.5	-2.84627	1.59526
PV2_003723	110.92	33.33	0.823453	1.87853
PV2_003724	41.42	14.7	-1.52566	-0.000215646
PV2_003725	39.99	3.92	3.71425	-1.49446
PV2_003726	72.36	18.62	-0.520031	0.250468
PV2_003727	51.41	19.6	-0.192231	1.18331
PV2_003728	88.54	47.05	-1.0174	5.21724
PV2_003729	5.24	79.39	-2.08839	19.6499
PV2_003730	88.07	19.6	3.2362	0.91554
PV2_003731	82.83	25.48	2.56791	2.40436
PV2_003732	26.18	9.8	-2.10193	-0.0221992
PV2_003733	109.96	13.72	0.968292	-0.980642
PV2_003734	75.21	12.74	0.0926672	-0.673734
PV2_003735	212.31	39.21	-1.244	1.87492
PV2_003736	41.42	21.56	0.377401	1.76649
PV2_003737	35.7	2.94	1.06397	-1.93475
PV2_003738	93.78	25.48	-1.53732	1.14775
PV2_003739	94.26	20.58	1.86577	0.779077
PV2_003740	16.19	12.74	-1.63418	0.789255
PV2_003741	96.16	5.88	0.116034	-2.95822
PV2_003742	85.69	13.72	-0.569762	-0.725495
PV2_003743	18.57	4.9	2.17481	-0.814324
PV2_003744	134.24	130.36	-1.9292	16.5122
PV2_003745	38.56	7.84	-0.351695	-1.35437
PV2_003746	167.09	92.14	0.304903	9.8012
PV2_003747	130.43	25.48	0.0926368	0.971599
PV2_003748	189.94	39.21	-0.317584	2.79685
PV2_003749	100.44	15.68	1.54738	-0.585553
PV2_003750	94.73	19.6	-0.823504	-0.0330585
PV2_003751	39.51	17.64	0.173339	1.11786
PV2_003752	49.03	3.92	-0.473318	-1.88161
PV2_003753	50.46	16.66	-1.78321	0.399522
PV2_003754	32.85	12.74	-0.816174	0.385166
PV2_003755	49.98	4.9	2.32024	-1.7453
PV2_003756	25.23	13.72	-2.49199	0.802715
PV2_003757	110.92	18.62	-3.74391	-1.46097
PV2_003758	97.11	23.52	-0.740203	1.45154
PV2_003759	43.8	17.64	-3.0947	0.659371
PV2_003760	66.17	24.5	0.394289	1.93265
PV2_003761	51.41	19.6	-1.65461	0.972216
PV2_003762	6.66	27.45	1.83144	5.40673
PV2_003763	209.93	18.62	2.02613	-1.99747
PV2_003764	112.34	16.66	0.350284	-1.08205
PV2_003765	77.12	22.54	-0.263755	1.25552
PV2_003766	36.18	8.82	-3.08032	-1.1995
PV2_003767	234.21	31.37	2.05986	-0.493837
PV2_003768	39.51	21.56	0.356145	2.16179
PV2_003769	55.22	19.6	-1.09114	0.874338
PV2_003770	0	0	-0.281677	-0.872337
PV2_003771	218.02	31.37	-0.0700049	-1.63318
PV2_003772	0	0.98	0.229371	-0.33054
PV2_003773	19.99	8.82	-3.60197	-0.28444
PV2_003774	84.73	28.43	2.5818	2.65213
PV2_003775	101.87	17.64	0.462524	0.280613
PV2_003776	74.74	25.48	0.692173	2.50936
PV2_003777	43.8	17.64	-0.591245	1.19257
PV2_003778	55.7	11.76	2.59127	0.131535
PV2_003779	119.49	21.56	0.000568216	-0.624639
PV2_003780	196.6	36.27	0.16636	2.26337
PV2_003781	46.65	15.68	-0.789534	0.792649
PV2_003782	68.55	17.64	0.0954168	0.303787
PV2_003783	61.41	11.76	-0.447108	-0.758318
PV2_003784	1.43	0.98	1.52524	-0.635838
PV2_003785	5.71	35.29	1.80596	10.4653
PV2_003786	218.02	27.45	-0.242534	-2.4267
PV2_003787	4.76	14.7	1.12412	3.42553
PV2_003788	200.89	15.68	0.179299	-1.05279
PV2_003789	150.9	28.43	0.866716	0.924331
PV2_003790	16.66	189.18	-2.34149	42.3694
PV2_003791	73.79	15.68	0.160064	0.262167
PV2_003792	67.12	6.86	0.885231	-1.8267
PV2_003793	5.71	1.96	-0.605752	-0.939895
PV2_003794	198.03	34.31	1.00369	0.021094
PV2_003795	16.66	7.84	-2.4598	-0.406607
PV2_003796	190.89	31.37	0.38048	-0.37797
PV2_003797	124.25	21.56	1.9492	0.242325
PV2_003798	55.7	12.74	1.35941	-0.238336
PV2_003799	31.42	5.88	-0.919709	-1.10681
PV2_003800	4.76	5.88	-4.63654	-0.41478
PV2_003801	136.62	18.62	1.07049	-1.24715
PV2_003802	50.94	8.82	0.042414	-0.920122
PV2_003803	23.33	1.96	-1.08281	-1.75724
PV2_003804	180.42	17.64	2.14858	0.0380447
PV2_003805	103.3	34.31	-0.34515	3.03603
PV2_003806	54.74	17.64	-2.57721	0.0992062
PV2_003807	58.55	21.56	0.00997727	1.63848
PV2_003808	5.24	5.88	-2.96461	-0.230196
PV2_003809	184.7	23.52	-0.988721	0.354638
PV2_003810	7.62	3.92	-0.398114	-0.491728
PV2_003811	49.98	4.9	-0.10815	-1.78135
PV2_003812	21.9	8.82	1.87952	0.104207
PV2_003813	52.84	26.46	0.81513	2.75892
PV2_003814	8.09	5.88	3.09884	0.0822908
PV2_003815	15.23	4.9	-0.792676	-0.858268
PV2_003816	32.85	11.76	2.26013	0.382228
PV2_003817	51.41	11.76	0.89506	-0.0482766
PV2_003818	39.51	2.94	0.054303	-2.21485
PV2_003819	56.65	8.82	-1.14907	-1.27902
PV2_003820	131.86	18.62	2.52775	-0.869597
PV2_003821	157.57	26.46	2.98671	1.248
PV2_003822	62.84	14.7	0.668642	0.428677
PV2_003823	6.66	3.92	-1.34234	-0.669092
PV2_003824	102.82	11.76	-0.306579	-1.28061
PV2_003825	148.05	21.56	-1.71952	-0.904535
PV2_003826	226.12	30.39	1.78554	0.0329414
PV2_003827	130.43	24.5	1.92643	0.916352
PV2_003828	174.23	13.72	0.420584	-2.40166
PV2_003829	128.05	36.27	-1.69179	1.59056
PV2_003830	63.79	13.72	-0.989903	-0.237789
PV2_003831	46.18	10.78	-0.702584	-0.248225
PV2_003832	76.64	33.33	0.583472	3.61206
PV2_003833	138.05	15.68	-0.271929	-0.713423
PV2_003834	64.26	9.8	-3.04984	-1.40996
PV2_003835	52.36	9.8	1.65581	-0.608193
PV2_003836	23.8	6.86	-0.143741	-0.71633
PV2_003837	67.12	17.64	2.72637	1.04559
PV2_003838	5.71	0.98	0.0861694	-1.3112
PV2_003839	176.61	40.19	3.14401	2.23824
PV2_003840	35.7	7.84	-0.77895	-1.16874
PV2_003841	42.84	14.7	-3.25026	-0.227318
PV2_003842	94.73	26.46	1.71165	1.57505
PV2_003843	221.36	29.41	-2.02726	-0.554932
PV2_003844	44.27	6.86	3.87997	-1.13688
PV2_003845	84.73	15.68	-0.305671	-0.216476
PV2_003846	67.12	12.74	1.27272	-0.125275
PV2_003847	102.35	11.76	-0.936561	-2.25751
PV2_003848	51.89	13.72	-1.07802	-0.16293
PV2_003849	86.64	35.29	-1.05288	2.22349
PV2_003850	72.36	5.88	1.09553	-1.68715
PV2_003851	173.75	16.66	0.210357	-0.321145
PV2_003852	0.95	1.96	1.0872	-0.115541
PV2_003853	49.51	13.72	-1.45463	-0.153855
PV2_003854	4.28	3.92	-1.53326	-0.439945
PV2_003855	10.95	2.94	-0.329716	-1.03749
PV2_003856	27.13	8.82	0.974586	-0.160488
PV2_003857	76.64	13.72	1.33938	-0.562314
PV2_003858	29.51	35.29	0.467568	6.16301
PV2_003859	43.32	86.26	-3.52844	15.7335
PV2_003860	22.37	155.85	1.54673	33.5929
PV2_003861	47.6	600.85	0.691454	138.651
PV2_003862	161.85	554.78	1.68579	75.6405
PV2_003863	17.14	10.78	-2.00321	0.655301
PV2_003864	12.85	34.31	-0.2186	6.42729
PV2_003865	36.18	966.46	-0.0023463	243.22
PV2_003866	44.75	24.5	1.01027	3.1118
PV2_003867	30.94	475.39	-1.34443	111.158
PV2_003868	9.04	185.25	-2.96713	45.7257
PV2_003869	178.51	496.95	-1.502	63.8429
PV2_003870	20.95	236.22	0.64492	51.6717
PV2_003871	40.46	556.74	0.996881	138.869
PV2_003872	38.56	22.54	1.85908	2.98582
PV2_003873	68.55	358.75	0.905538	70.0834
PV2_003874	118.53	32.35	-0.270215	1.72756
PV2_003875	82.35	578.31	2.22065	123.233
PV2_003876	140.43	238.18	0.434155	34.0738
PV2_003877	66.65	7.84	2.80927	-1.5089
PV2_003878	27.61	18.62	-2.31722	1.82027
PV2_003879	6.66	435.2	0.627953	119.186
PV2_003880	81.4	22.54	-0.642346	1.32001
PV2_003881	160.9	32.35	-1.39084	0.945785
PV2_003882	16.66	25.48	-2.09584	3.85001
PV2_003883	45.7	157.81	-1.179	31.2536
PV2_003884	78.55	383.25	-0.909549	73.8456
PV2_003885	8.09	3.92	0.642816	-0.621745
PV2_003886	56.65	44.11	-1.1026	5.95791
PV2_003887	49.03	17.64	-0.256758	1.20409
PV2_003888	80.45	88.22	2.50179	14.6634
PV2_003889	52.84	3.92	2.9303	-1.95714
PV2_003890	81.4	18.62	-0.910885	0.132542
PV2_003891	24.28	855.7	1.79166	192.724
PV2_003892	89.97	105.86	2.51082	19.1885
PV2_003893	129.48	62.73	-1.19917	5.87611
PV2_003894	65.69	152.91	-1.0568	28.9421
PV2_003895	19.04	1233.07	-0.134421	278.69
PV2_003896	10	693.97	-0.867973	157.877
PV2_003897	21.42	65.67	-2.97526	13.7383
PV2_003898	55.7	32.35	-1.64552	3.87344
PV2_003899	59.5	18.62	-0.955625	1.00982
PV2_003900	24.75	20.58	1.98836	2.51245
PV2_003901	127.1	175.45	-1.34469	22.0853
PV2_003902	10.47	15.68	1.26885	2.67127
PV2_003903	12.85	165.65	0.291837	39.274
PV2_003904	0	0	0.229371	-0.751938
PV2_003905	35.7	61.75	-0.0577251	12.9396
PV2_003906	155.66	75.47	-1.88411	6.44615
PV2_003907	8.57	269.55	-3.23436	70.304
PV2_003908	24.75	8.82	-1.46319	-0.514244
PV2_003909	23.8	55.87	2.65812	12.3307
PV2_003910	80.93	20.58	-0.750563	0.860666
PV2_003911	116.63	27.45	-0.71968	0.652601
PV2_003912	45.22	18.62	0.503538	1.83715
PV2_003913	18.57	5.88	0.0956703	-0.5899
PV2_003914	22.85	1717.28	-0.310606	404.055
PV2_003915	3.81	117.62	0.953661	39.2042
PV2_003916	50.94	385.21	-1.50063	77.3988
PV2_003917	70.45	686.13	-1.17054	126.645
PV2_003918	37.13	731.22	-2.53868	166.018
PV2_003919	23.33	8.82	-0.407722	-0.270643
PV2_003920	57.12	176.43	0.125859	37.2629
PV2_003921	6.19	6.86	-1.3132	0.260728
PV2_003922	28.56	78.41	-0.0249068	16.5883
PV2_003923	1.43	2.94	1.0142	0.082258
PV2_003924	239.45	33.33	2.11335	-0.849044
PV2_003925	16.19	130.36	-0.324021	28.2476
PV2_003926	4.76	365.61	0.824017	89.5497
PV2_003927	20.95	17.64	1.38406	2.28861
PV2_003928	33.8	39.21	-0.857599	6.01646
PV2_003929	55.7	121.54	-0.515828	22.7096
PV2_003930	46.65	737.1	-2.34837	150.531
PV2_003931	29.51	664.56	-1.83771	156.178
PV2_003932	17.61	23.52	0.0283513	3.43683
PV2_003933	26.66	40.19	-0.398823	7.36639
PV2_003934	119.01	21.56	2.77674	-0.205717
PV2_003935	21.9	706.71	-1.64825	171.218
PV2_003936	87.59	325.42	0.921743	58.2875
PV2_003937	48.08	532.24	1.38615	117.498
PV2_003938	10.47	596.93	0.936624	158.72
PV2_003939	3.81	773.36	-0.256522	190.716
PV2_003940	24.28	153.89	1.47291	33.0325
PV2_003941	36.18	630.26	1.2108	155.566
PV2_003942	20.47	846.88	0.340606	190.692
PV2_003943	23.8	1260.52	-1.44457	306.923
PV2_003944	113.3	591.05	-0.404498	108.791
PV2_003945	9.04	1716.3	-2.37015	379.286
PV2_003946	73.79	167.61	0.0727545	29.7742
PV2_003947	29.51	7.84	1.84146	-0.365126
PV2_003948	39.51	570.47	0.951133	142.558
PV2_003949	124.72	107.82	-1.09489	13.2827
PV2_003950	5.24	2.94	1.33944	-0.71552
PV2_003951	9.04	205.84	-1.11403	45.7165
PV2_003952	93.3	363.65	-0.439214	57.244
PV2_003953	44.27	979.2	-2.10647	219.162
PV2_003954	23.8	676.33	-0.259191	157.639
PV2_003955	63.79	47.05	-0.909074	6.9948
PV2_003956	81.4	366.59	0.266701	66.2755
PV2_003957	51.89	47.05	-0.217843	7.13347
PV2_003958	59.5	297	2.04642	61.8215
PV2_003959	22.85	158.79	-0.110655	41.5857
PV2_003960	66.17	92.14	0.0444853	17.0886
PV2_003961	61.88	16.66	0.39283	0.699405
PV2_003962	18.57	52.93	0.832707	11.6552
PV2_003963	16.19	668.49	1.45949	146.752
PV2_003964	115.2	71.55	-1.27025	6.7961
PV2_003965	13.33	104.88	-0.0733393	21.5264
PV2_003966	43.32	513.62	-2.50561	113.185
PV2_003967	69.5	239.16	-1.37861	42.0107
PV2_003968	36.18	457.75	-0.643584	100.98
PV2_003969	19.99	1086.04	3.35727	239.504
PV2_003970	60.46	184.27	-0.522433	34.4276
PV2_003971	0.95	115.66	-1.8634	38.4312
PV2_003972	234.21	360.71	-3.59639	25.7335
PV2_003973	45.22	170.55	-1.22366	34.0598
PV2_003974	59.5	64.69	1.0238	10.8044
PV2_003975	29.51	257.79	1.29467	58.5705
PV2_003976	7.62	1204.65	-1.17454	316.173
PV2_003977	46.65	9.8	1.72506	-0.559415
PV2_003978	17.61	32.35	-1.06893	5.28619
PV2_003979	10.47	1596.72	-1.88353	352.635
PV2_003980	16.19	803.75	-0.0594608	213.81
PV2_003981	34.27	226.42	1.88723	53.0803
PV2_003982	21.42	557.72	-1.63001	134.758
PV2_003983	97.11	54.89	-0.450894	5.8955
PV2_003984	20.95	218.58	-1.09002	57.8296
PV2_003985	43.32	11.76	-0.962345	-0.415288
PV2_003986	12.85	55.87	-1.71941	10.8729
PV2_003987	19.04	31.37	-0.134421	4.96791
PV2_003988	115.2	841.98	-0.861443	124.17
PV2_003989	63.31	1488.9	-0.795114	322.787
PV2_003990	50.46	163.69	2.11284	34.5569
PV2_003991	32.37	14.7	-0.804136	1.01913
PV2_003992	56.65	7.84	-0.48537	-1.12905
PV2_003993	38.56	204.86	1.62082	48.5438
PV2_003994	7.62	1313.45	0.885395	312.825
PV2_003995	34.27	604.77	-2.69415	129.122
PV2_003996	81.4	16.66	-0.681091	0.0844014
PV2_003997	15.71	3.92	-0.232737	-1.02941
PV2_003998	54.27	11.76	0.421757	-0.562239
PV2_003999	69.03	20.58	-0.64257	1.12398
PV2_004000	127.1	30.39	0.0429822	0.563147
PV2_004001	36.65	99	1.51278	22.3493
PV2_004002	34.27	8.82	-0.568952	-0.291565
PV2_004003	10.95	4.9	-0.0375189	-0.453294
PV2_004004	109.01	15.68	-1.64279	-1.25019
PV2_004005	19.52	11.76	-0.618886	0.450164
PV2_004006	100.92	11.76	-0.68527	-1.54668
PV2_004007	73.31	24.5	-1.20779	0.956799
PV2_004008	19.04	13.72	2.28673	1.0933
PV2_004009	4.28	49.99	-1.73303	10.5135
PV2_004010	24.28	38.23	2.11082	6.71497
PV2_004011	115.2	7.84	1.94245	-1.43719
PV2_004012	64.26	17.64	-1.62135	0.23487
PV2_004013	133.77	634.18	0.652145	99.1178
PV2_004014	17.14	34.31	0.0459699	6.05275
PV2_004015	42.84	34.31	-1.99723	4.18249
PV2_004016	53.32	29.41	-1.10468	3.29423
PV2_004017	53.79	54.89	0.257375	8.99269
PV2_004018	20.47	30.39	-0.348861	4.6467
PV2_004019	13.81	608.69	-0.922663	161.491
PV2_004020	4.76	2.94	-2.56634	-0.986199
PV2_004021	238.49	40.19	2.36869	0.59323
PV2_004022	18.57	7.84	-0.791702	-0.334979
PV2_004023	33.8	8.82	4.93643	0.0428002
PV2_004024	14.76	17.64	0.272155	1.99492
PV2_004025	147.1	32.35	-2.59281	0.912207
PV2_004026	94.73	185.25	0.0653652	29.2591
PV2_004027	6.19	7.84	0.0500505	0.443381
PV2_004028	178.51	25.48	-0.271798	-0.525197
PV2_004029	116.15	13.72	0.144379	-1.25939
PV2_004030	74.26	31.37	0.109516	3.16541
PV2_004031	3.81	6.86	-0.0290402	0.432452
PV2_004032	199.94	392.07	0.113738	49.4241
PV2_004033	133.77	18.62	-0.763572	-0.396715
PV2_004034	35.23	17.64	0.681658	1.52973
PV2_004035	133.77	33.33	0.414432	2.19451
PV2_004036	156.14	13.72	1.09582	-1.58794
PV2_004037	40.46	18.62	0.100459	1.68638
PV2_004038	24.75	16.66	2.59714	1.88486
PV2_004039	11.9	45.09	2.18976	10.6151
PV2_004040	91.4	7.84	-0.334093	-2.44023
PV2_004041	22.85	17.64	0.803245	1.92714
PV2_004042	5.71	2.94	0.978379	-0.704951
PV2_004043	151.38	51.95	0.917847	4.28686
PV2_004044	46.18	14.7	-1.29155	0.0749025
PV2_004045	52.36	15.68	0.460864	0.830044
PV2_004046	73.31	54.89	-1.20779	6.70253
PV2_004047	156.14	23.52	-1.12123	-0.833588
PV2_004048	62.84	14.7	0.816318	0.245451
PV2_004049	13.81	10.78	-1.2274	0.546782
PV2_004050	278.01	32.35	0.883851	-2.34977
PV2_004051	62.84	38.23	-1.33412	4.6657
PV2_004052	108.54	49.01	1.89062	5.22248
PV2_004053	30.47	24.5	0.613486	3.39522
PV2_004054	98.06	27.45	-0.529154	1.12309
PV2_004055	40.94	9.8	-3.36363	-0.991605
PV2_004056	249.44	47.05	-0.243227	0.310999
PV2_004057	75.21	25.48	0.285241	1.78631
PV2_004058	102.82	22.54	-0.340475	0.804243
PV2_004059	65.69	12.74	-1.55702	-0.917458
PV2_004060	60.93	4.9	-1.74663	-2.66714
PV2_004061	143.76	11.76	-0.103787	-1.8433
PV2_004062	90.92	42.15	-2.10536	4.06059
PV2_004063	86.64	7.84	-0.101261	-1.86529
PV2_004064	16.66	26.46	-0.161955	4.6076
