* Barcode = NA
* Block Type = 384-Well Block
* Calibration ABY is expired  = No
* Calibration ABY performed on  = 07-11-2018 11:17:53 MST
* Calibration Background is expired  = No
* Calibration Background performed on  = 07-11-2018 09:36:34 MST
* Calibration CY5 is expired  = No
* Calibration CY5 performed on  = 07-11-2018 11:28:15 MST
* Calibration FAM is expired  = No
* Calibration FAM performed on  = 07-11-2018 10:40:32 MST
* Calibration JUN is expired  = No
* Calibration JUN performed on  = 07-11-2018 11:36:47 MST
* Calibration MUSTANGPUR is expired  = No
* Calibration MUSTANGPUR performed on  = 07-11-2018 11:02:57 MST
* Calibration NED is expired  = No
* Calibration NED performed on  = 07-11-2018 10:31:36 MST
* Calibration ROI is expired  = No
* Calibration ROI performed on  = 07-11-2018 09:24:21 MST
* Calibration ROX is expired  = No
* Calibration ROX performed on  = 07-11-2018 10:50:07 MST
* Calibration SYBR is expired  = No
* Calibration SYBR performed on  = 07-11-2018 10:20:52 MST
* Calibration TAMRA is expired  = No
* Calibration TAMRA performed on  = 07-11-2018 10:01:27 MST
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on  = 07-11-2018 09:50:57 MST
* Calibration VIC is expired  = No
* Calibration VIC performed on  = 07-11-2018 10:11:01 MST
* Chemistry = SYBR_GREEN
* Comment = NA
* Date Created = 10-10-2018 10:01:10 MST
* Experiment File Name = C:\Applied Biosystems\QuantStudio 12K Flex Software\User Files\experiments\MH\MH 3-8.eds
* Experiment Name = MH 3-8
* Experiment Run End Time = 10-09-2018 19:42:07 MST
* Experiment Type = Standard Curve
* Instrument Name = 285881215
* Instrument Serial Number = 285881215
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Amp Score	Cq Conf	Tm1	Tm2	Tm3	Dyes	Quantity	Target	Task	MTP	AMPNC	HIGHSD
9	A9	21	65.330	3.855	0.264
9	A9	22	65.589	3.834	0.267
9	A9	23	65.847	3.818	0.271
9	A9	24	66.106	3.778	0.274
9	A9	25	66.365	3.742	0.277
9	A9	26	66.623	3.731	0.278
9	A9	27	66.882	3.691	0.279
9	A9	28	67.140	3.672	0.279
9	A9	29	67.399	3.645	0.278
9	A9	30	67.657	3.617	0.277
9	A9	31	67.916	3.585	0.275
9	A9	32	68.174	3.556	0.273
9	A9	33	68.433	3.530	0.272
9	A9	34	68.691	3.509	0.271
9	A9	35	68.950	3.491	0.272
9	A9	36	69.208	3.460	0.273
9	A9	37	69.467	3.418	0.275
9	A9	38	69.725	3.400	0.277
9	A9	39	69.984	3.381	0.278
9	A9	40	70.242	3.350	0.280
9	A9	41	70.501	3.312	0.282
9	A9	42	70.759	3.288	0.284
9	A9	43	71.018	3.271	0.285
9	A9	44	71.276	3.238	0.286
9	A9	45	71.535	3.202	0.286
9	A9	46	71.793	3.174	0.285
9	A9	47	72.052	3.148	0.282
9	A9	48	72.310	3.113	0.280
9	A9	49	72.569	3.094	0.279
9	A9	50	72.827	3.077	0.280
9	A9	51	73.086	3.040	0.283
9	A9	52	73.344	3.012	0.287
9	A9	53	73.603	2.987	0.293
9	A9	54	73.861	2.961	0.299
9	A9	55	74.120	2.921	0.305
9	A9	56	74.378	2.894	0.311
9	A9	57	74.637	2.873	0.317
9	A9	58	74.895	2.833	0.322
9	A9	59	75.154	2.793	0.327
9	A9	60	75.412	2.774	0.332
9	A9	61	75.671	2.732	0.337
9	A9	62	75.929	2.696	0.343
9	A9	63	76.188	2.683	0.351
9	A9	64	76.447	2.629	0.362
9	A9	65	76.705	2.602	0.375
9	A9	66	76.964	2.559	0.390
9	A9	67	77.222	2.523	0.410
9	A9	68	77.481	2.491	0.434
9	A9	69	77.739	2.444	0.464
9	A9	70	77.998	2.395	0.500
9	A9	71	78.256	2.347	0.544
9	A9	72	78.515	2.300	0.596
9	A9	73	78.773	2.243	0.656
9	A9	74	79.032	2.174	0.726
9	A9	75	79.290	2.094	0.807
9	A9	76	79.549	2.021	0.900
9	A9	77	79.807	1.932	1.008
9	A9	78	80.066	1.840	1.134
9	A9	79	80.324	1.718	1.276
9	A9	80	80.583	1.600	1.427
9	A9	81	80.841	1.472	1.574
9	A9	82	81.100	1.306	1.694
9	A9	83	81.358	1.092	1.762
9	A9	84	81.617	0.835	1.757
9	A9	85	81.875	0.584	1.667
9	A9	86	82.134	0.371	1.498
9	A9	87	82.392	0.226	1.272
9	A9	88	82.651	0.148	1.022
9	A9	89	82.909	0.110	0.780
9	A9	90	83.168	0.094	0.572
9	A9	91	83.426	0.081	0.412
9	A9	92	83.685	0.070	0.301
9	A9	93	83.943	0.057	0.231
9	A9	94	84.202	0.041	0.190
9	A9	95	84.460	0.023	0.165
9	A9	96	84.719	0.002	0.146
9	A9	97	84.977	-0.018	0.128
9	A9	98	85.236	-0.031	0.108
9	A9	99	85.494	-0.037	0.087
9	A9	100	85.753	-0.040	0.066
9	A9	101	86.011	-0.041	0.047
9	A9	102	86.270	-0.042	0.032
9	A9	103	86.529	-0.043	0.021
9	A9	104	86.787	-0.044	0.013
9	A9	105	87.046	-0.043	0.009
9	A9	106	87.304	-0.044	0.006
9	A9	107	87.563	-0.044	0.005
9	A9	108	87.821	-0.044	0.004
9	A9	109	88.080	-0.045	0.004
9	A9	110	88.338	-0.046	0.003
9	A9	111	88.597	-0.046	0.003
9	A9	112	88.855	-0.045	0.003
9	A9	113	89.114	-0.046	0.002
9	A9	114	89.372	-0.046	0.002
9	A9	115	89.631	-0.047	0.002
9	A9	116	89.889	-0.047	0.002
9	A9	117	90.148	-0.046	0.001
9	A9	118	90.406	-0.047	0.001
9	A9	119	90.665	-0.046	0.001
9	A9	120	90.923	-0.047	0.001
9	A9	121	91.182	-0.047	0.001
9	A9	122	91.440	-0.046	0.001
9	A9	123	91.699	-0.047	0.001
9	A9	124	91.957	-0.048	0.001
9	A9	125	92.216	-0.047	0.001
9	A9	126	92.474	-0.047	0.002
9	A9	127	92.733	-0.048	0.002
9	A9	128	92.991	-0.048	0.002
9	A9	129	93.250	-0.048	0.001
9	A9	130	93.508	-0.049	0.001
9	A9	131	93.767	-0.049	0.001
9	A9	132	94.025	-0.048	0.000
9	A9	133	94.284	-0.048	0.000
9	A9	134	94.542	-0.048	0.000
9	A9	135	94.801	-0.048	-0.000
10	A10	1	60.160	4.436	0.257
10	A10	2	60.419	4.410	0.258
10	A10	3	60.677	4.403	0.259
10	A10	4	60.936	4.370	0.260
10	A10	5	61.194	4.350	0.261
10	A10	6	61.453	4.315	0.261
10	A10	7	61.711	4.286	0.261
10	A10	8	61.970	4.278	0.261
10	A10	9	62.228	4.238	0.260
10	A10	10	62.487	4.217	0.259
10	A10	11	62.745	4.191	0.259
10	A10	12	63.004	4.154	0.259
10	A10	13	63.262	4.140	0.261
10	A10	14	63.521	4.126	0.265
10	A10	15	63.779	4.095	0.269
10	A10	16	64.038	4.064	0.273
10	A10	17	64.296	4.025	0.276
10	A10	18	64.555	4.005	0.277
10	A10	19	64.813	3.985	0.276
10	A10	20	65.072	3.953	0.274
10	A10	21	65.330	3.912	0.272
10	A10	22	65.589	3.894	0.272
10	A10	23	65.847	3.869	0.274
10	A10	24	66.106	3.866	0.277
10	A10	25	66.365	3.829	0.280
10	A10	26	66.623	3.776	0.280
10	A10	27	66.882	3.750	0.277
10	A10	28	67.140	3.733	0.273
10	A10	29	67.399	3.696	0.269
10	A10	30	67.657	3.680	0.267
10	A10	31	67.916	3.670	0.268
10	A10	32	68.174	3.625	0.271
10	A10	33	68.433	3.607	0.275
10	A10	34	68.691	3.574	0.280
10	A10	35	68.950	3.543	0.284
10	A10	36	69.208	3.525	0.286
10	A10	37	69.467	3.488	0.287
10	A10	38	69.725	3.457	0.288
10	A10	39	69.984	3.426	0.288
10	A10	40	70.242	3.412	0.288
10	A10	41	70.501	3.371	0.289
10	A10	42	70.759	3.347	0.289
10	A10	43	71.018	3.321	0.289
10	A10	44	71.276	3.283	0.289
10	A10	45	71.535	3.260	0.288
10	A10	46	71.793	3.227	0.287
10	A10	47	72.052	3.195	0.286
10	A10	48	72.310	3.184	0.285
10	A10	49	72.569	3.148	0.285
10	A10	50	72.827	3.107	0.285
10	A10	51	73.086	3.090	0.286
10	A10	52	73.344	3.058	0.287
10	A10	53	73.603	3.040	0.290
10	A10	54	73.861	3.003	0.293
10	A10	55	74.120	2.977	0.296
10	A10	56	74.378	2.941	0.300
10	A10	57	74.637	2.915	0.305
10	A10	58	74.895	2.883	0.312
10	A10	59	75.154	2.859	0.321
10	A10	60	75.412	2.830	0.332
10	A10	61	75.671	2.792	0.343
10	A10	62	75.929	2.753	0.354
10	A10	63	76.188	2.713	0.365
10	A10	64	76.447	2.680	0.375
10	A10	65	76.705	2.646	0.386
10	A10	66	76.964	2.607	0.398
10	A10	67	77.222	2.562	0.414
10	A10	68	77.481	2.525	0.434
10	A10	69	77.739	2.485	0.461
10	A10	70	77.998	2.440	0.496
10	A10	71	78.256	2.393	0.540
10	A10	72	78.515	2.349	0.593
10	A10	73	78.773	2.280	0.656
10	A10	74	79.032	2.215	0.729
10	A10	75	79.290	2.144	0.811
10	A10	76	79.549	2.055	0.905
10	A10	77	79.807	1.965	1.014
10	A10	78	80.066	1.871	1.141
10	A10	79	80.324	1.754	1.284
10	A10	80	80.583	1.636	1.439
10	A10	81	80.841	1.503	1.590
10	A10	82	81.100	1.334	1.716
10	A10	83	81.358	1.116	1.790
10	A10	84	81.617	0.854	1.789
10	A10	85	81.875	0.593	1.702
10	A10	86	82.134	0.374	1.533
10	A10	87	82.392	0.219	1.305
10	A10	88	82.651	0.135	1.049
10	A10	89	82.909	0.097	0.801
10	A10	90	83.168	0.079	0.586
10	A10	91	83.426	0.067	0.418
10	A10	92	83.685	0.056	0.301
10	A10	93	83.943	0.044	0.225
10	A10	94	84.202	0.030	0.180
10	A10	95	84.460	0.012	0.153
10	A10	96	84.719	-0.007	0.134
10	A10	97	84.977	-0.023	0.116
10	A10	98	85.236	-0.035	0.098
10	A10	99	85.494	-0.040	0.079
10	A10	100	85.753	-0.044	0.060
10	A10	101	86.011	-0.047	0.044
10	A10	102	86.270	-0.046	0.030
10	A10	103	86.529	-0.047	0.020
10	A10	104	86.787	-0.048	0.013
10	A10	105	87.046	-0.048	0.008
10	A10	106	87.304	-0.049	0.005
10	A10	107	87.563	-0.048	0.004
10	A10	108	87.821	-0.049	0.003
10	A10	109	88.080	-0.049	0.003
10	A10	110	88.338	-0.050	0.003
10	A10	111	88.597	-0.050	0.002
10	A10	112	88.855	-0.050	0.002
10	A10	113	89.114	-0.049	0.002
10	A10	114	89.372	-0.051	0.002
10	A10	115	89.631	-0.050	0.001
10	A10	116	89.889	-0.051	0.001
10	A10	117	90.148	-0.051	0.001
10	A10	118	90.406	-0.051	0.001
10	A10	119	90.665	-0.050	0.001
10	A10	120	90.923	-0.052	0.002
10	A10	121	91.182	-0.051	0.002
10	A10	122	91.440	-0.051	0.002
10	A10	123	91.699	-0.051	0.002
10	A10	124	91.957	-0.052	0.002
10	A10	125	92.216	-0.052	0.002
10	A10	126	92.474	-0.052	0.002
10	A10	127	92.733	-0.053	0.002
10	A10	128	92.991	-0.052	0.002
10	A10	129	93.250	-0.053	0.002
10	A10	130	93.508	-0.053	0.001
10	A10	131	93.767	-0.053	0.001
10	A10	132	94.025	-0.053	0.001
10	A10	133	94.284	-0.053	0.001
10	A10	134	94.542	-0.052	0.000
10	A10	135	94.801	-0.053	0.000
11	A11	1	60.160	4.439	0.240
11	A11	2	60.419	4.408	0.241
11	A11	3	60.677	4.385	0.242
11	A11	4	60.936	4.376	0.242
11	A11	5	61.194	4.327	0.241
11	A11	6	61.453	4.313	0.241
11	A11	7	61.711	4.285	0.241
11	A11	8	61.970	4.270	0.242
11	A11	9	62.228	4.223	0.244
11	A11	10	62.487	4.220	0.246
11	A11	11	62.745	4.185	0.248
11	A11	12	63.004	4.146	0.248
11	A11	13	63.262	4.129	0.248
11	A11	14	63.521	4.102	0.246
11	A11	15	63.779	4.076	0.244
11	A11	16	64.038	4.044	0.241
11	A11	17	64.296	4.016	0.238
11	A11	18	64.555	4.000	0.237
11	A11	19	64.813	3.972	0.238
11	A11	20	65.072	3.958	0.240
11	A11	21	65.330	3.925	0.244
11	A11	22	65.589	3.896	0.247
11	A11	23	65.847	3.868	0.249
11	A11	24	66.106	3.843	0.249
11	A11	25	66.365	3.811	0.248
11	A11	26	66.623	3.791	0.246
11	A11	27	66.882	3.748	0.244
11	A11	28	67.140	3.738	0.244
11	A11	29	67.399	3.716	0.245
11	A11	30	67.657	3.687	0.247
11	A11	31	67.916	3.661	0.251
11	A11	32	68.174	3.629	0.254
11	A11	33	68.433	3.603	0.256
11	A11	34	68.691	3.575	0.257
11	A11	35	68.950	3.543	0.258
11	A11	36	69.208	3.517	0.257
11	A11	37	69.467	3.493	0.256
11	A11	38	69.725	3.468	0.255
11	A11	39	69.984	3.427	0.254
11	A11	40	70.242	3.409	0.253
11	A11	41	70.501	3.383	0.252
11	A11	42	70.759	3.358	0.252
11	A11	43	71.018	3.321	0.252
11	A11	44	71.276	3.298	0.252
11	A11	45	71.535	3.273	0.253
11	A11	46	71.793	3.247	0.253
11	A11	47	72.052	3.220	0.254
11	A11	48	72.310	3.186	0.254
11	A11	49	72.569	3.159	0.254
11	A11	50	72.827	3.131	0.253
11	A11	51	73.086	3.110	0.251
11	A11	52	73.344	3.083	0.250
11	A11	53	73.603	3.046	0.248
11	A11	54	73.861	3.017	0.246
11	A11	55	74.120	3.008	0.245
11	A11	56	74.378	2.980	0.245
11	A11	57	74.637	2.934	0.247
11	A11	58	74.895	2.925	0.250
11	A11	59	75.154	2.901	0.257
11	A11	60	75.412	2.871	0.265
11	A11	61	75.671	2.840	0.274
11	A11	62	75.929	2.814	0.284
11	A11	63	76.188	2.770	0.294
11	A11	64	76.447	2.741	0.306
11	A11	65	76.705	2.717	0.320
11	A11	66	76.964	2.684	0.338
11	A11	67	77.222	2.645	0.362
11	A11	68	77.481	2.602	0.392
11	A11	69	77.739	2.563	0.431
11	A11	70	77.998	2.529	0.480
11	A11	71	78.256	2.466	0.541
11	A11	72	78.515	2.420	0.615
11	A11	73	78.773	2.345	0.703
11	A11	74	79.032	2.281	0.806
11	A11	75	79.290	2.181	0.924
11	A11	76	79.549	2.089	1.059
11	A11	77	79.807	1.963	1.208
11	A11	78	80.066	1.837	1.366
11	A11	79	80.324	1.682	1.524
11	A11	80	80.583	1.516	1.663
11	A11	81	80.841	1.312	1.761
11	A11	82	81.100	1.056	1.796
11	A11	83	81.358	0.771	1.750
11	A11	84	81.617	0.512	1.621
11	A11	85	81.875	0.306	1.421
11	A11	86	82.134	0.172	1.175
11	A11	87	82.392	0.101	0.916
11	A11	88	82.651	0.070	0.675
11	A11	89	82.909	0.058	0.473
11	A11	90	83.168	0.050	0.319
11	A11	91	83.426	0.045	0.214
11	A11	92	83.685	0.038	0.149
11	A11	93	83.943	0.032	0.114
11	A11	94	84.202	0.024	0.096
11	A11	95	84.460	0.014	0.089
11	A11	96	84.719	0.001	0.084
11	A11	97	84.977	-0.012	0.079
11	A11	98	85.236	-0.023	0.071
11	A11	99	85.494	-0.031	0.061
11	A11	100	85.753	-0.036	0.050
11	A11	101	86.011	-0.037	0.038
11	A11	102	86.270	-0.038	0.028
11	A11	103	86.529	-0.039	0.019
11	A11	104	86.787	-0.040	0.013
11	A11	105	87.046	-0.040	0.009
11	A11	106	87.304	-0.041	0.006
11	A11	107	87.563	-0.040	0.004
11	A11	108	87.821	-0.042	0.003
11	A11	109	88.080	-0.041	0.003
11	A11	110	88.338	-0.041	0.002
11	A11	111	88.597	-0.042	0.002
11	A11	112	88.855	-0.041	0.002
11	A11	113	89.114	-0.042	0.002
11	A11	114	89.372	-0.042	0.002
11	A11	115	89.631	-0.042	0.002
11	A11	116	89.889	-0.043	0.002
11	A11	117	90.148	-0.044	0.002
11	A11	118	90.406	-0.043	0.002
11	A11	119	90.665	-0.044	0.002
11	A11	120	90.923	-0.044	0.002
11	A11	121	91.182	-0.043	0.002
11	A11	122	91.440	-0.043	0.002
11	A11	123	91.699	-0.045	0.002
11	A11	124	91.957	-0.044	0.002
11	A11	125	92.216	-0.045	0.002
11	A11	126	92.474	-0.044	0.002
11	A11	127	92.733	-0.045	0.001
11	A11	128	92.991	-0.046	0.001
11	A11	129	93.250	-0.045	0.001
11	A11	130	93.508	-0.044	0.001
11	A11	131	93.767	-0.045	0.001
11	A11	132	94.025	-0.045	0.001
11	A11	133	94.284	-0.046	0.001
11	A11	134	94.542	-0.046	0.001
11	A11	135	94.801	-0.045	0.001
12	A12	1	60.160	4.452	0.241
12	A12	2	60.419	4.420	0.243
12	A12	3	60.677	4.397	0.246
12	A12	4	60.936	4.374	0.247
12	A12	5	61.194	4.337	0.247
12	A12	6	61.453	4.324	0.246
12	A12	7	61.711	4.286	0.245
12	A12	8	61.970	4.255	0.243
12	A12	9	62.228	4.251	0.242
12	A12	10	62.487	4.204	0.241
12	A12	11	62.745	4.191	0.240
12	A12	12	63.004	4.158	0.240
12	A12	13	63.262	4.137	0.240
12	A12	14	63.521	4.102	0.240
12	A12	15	63.779	4.093	0.239
12	A12	16	64.038	4.050	0.239
12	A12	17	64.296	4.034	0.239
12	A12	18	64.555	4.002	0.240
12	A12	19	64.813	3.988	0.241
12	A12	20	65.072	3.952	0.243
12	A12	21	65.330	3.924	0.245
12	A12	22	65.589	3.911	0.249
12	A12	23	65.847	3.874	0.252
12	A12	24	66.106	3.850	0.254
12	A12	25	66.365	3.821	0.255
12	A12	26	66.623	3.796	0.253
12	A12	27	66.882	3.752	0.250
12	A12	28	67.140	3.722	0.246
12	A12	29	67.399	3.724	0.243
12	A12	30	67.657	3.682	0.243
12	A12	31	67.916	3.662	0.244
12	A12	32	68.174	3.642	0.247
12	A12	33	68.433	3.606	0.249
12	A12	34	68.691	3.578	0.251
12	A12	35	68.950	3.553	0.251
12	A12	36	69.208	3.511	0.250
12	A12	37	69.467	3.505	0.249
12	A12	38	69.725	3.462	0.249
12	A12	39	69.984	3.454	0.249
12	A12	40	70.242	3.420	0.251
12	A12	41	70.501	3.388	0.252
12	A12	42	70.759	3.354	0.254
12	A12	43	71.018	3.338	0.254
12	A12	44	71.276	3.310	0.253
12	A12	45	71.535	3.273	0.252
12	A12	46	71.793	3.249	0.250
12	A12	47	72.052	3.218	0.249
12	A12	48	72.310	3.198	0.247
12	A12	49	72.569	3.173	0.246
12	A12	50	72.827	3.141	0.247
12	A12	51	73.086	3.114	0.247
12	A12	52	73.344	3.096	0.248
12	A12	53	73.603	3.067	0.249
12	A12	54	73.861	3.030	0.249
12	A12	55	74.120	3.004	0.249
12	A12	56	74.378	2.981	0.250
12	A12	57	74.637	2.959	0.251
12	A12	58	74.895	2.930	0.254
12	A12	59	75.154	2.895	0.257
12	A12	60	75.412	2.874	0.262
12	A12	61	75.671	2.847	0.269
12	A12	62	75.929	2.815	0.277
12	A12	63	76.188	2.786	0.287
12	A12	64	76.447	2.753	0.300
12	A12	65	76.705	2.725	0.316
12	A12	66	76.964	2.693	0.336
12	A12	67	77.222	2.653	0.361
12	A12	68	77.481	2.610	0.392
12	A12	69	77.739	2.576	0.431
12	A12	70	77.998	2.527	0.479
12	A12	71	78.256	2.479	0.539
12	A12	72	78.515	2.421	0.611
12	A12	73	78.773	2.358	0.699
12	A12	74	79.032	2.286	0.802
12	A12	75	79.290	2.196	0.921
12	A12	76	79.549	2.087	1.056
12	A12	77	79.807	1.973	1.207
12	A12	78	80.066	1.851	1.366
12	A12	79	80.324	1.685	1.525
12	A12	80	80.583	1.524	1.663
12	A12	81	80.841	1.313	1.760
12	A12	82	81.100	1.053	1.791
12	A12	83	81.358	0.771	1.741
12	A12	84	81.617	0.512	1.608
12	A12	85	81.875	0.309	1.405
12	A12	86	82.134	0.175	1.157
12	A12	87	82.392	0.110	0.899
12	A12	88	82.651	0.082	0.659
12	A12	89	82.909	0.069	0.459
12	A12	90	83.168	0.060	0.308
12	A12	91	83.426	0.057	0.205
12	A12	92	83.685	0.050	0.142
12	A12	93	83.943	0.045	0.107
12	A12	94	84.202	0.037	0.090
12	A12	95	84.460	0.027	0.082
12	A12	96	84.719	0.016	0.077
12	A12	97	84.977	0.003	0.071
12	A12	98	85.236	-0.006	0.064
12	A12	99	85.494	-0.013	0.054
12	A12	100	85.753	-0.016	0.044
12	A12	101	86.011	-0.018	0.033
12	A12	102	86.270	-0.019	0.024
12	A12	103	86.529	-0.020	0.016
12	A12	104	86.787	-0.021	0.011
12	A12	105	87.046	-0.020	0.007
12	A12	106	87.304	-0.021	0.005
12	A12	107	87.563	-0.021	0.003
12	A12	108	87.821	-0.022	0.003
12	A12	109	88.080	-0.021	0.002
12	A12	110	88.338	-0.021	0.002
12	A12	111	88.597	-0.022	0.002
12	A12	112	88.855	-0.022	0.002
12	A12	113	89.114	-0.022	0.001
12	A12	114	89.372	-0.022	0.002
12	A12	115	89.631	-0.021	0.002
12	A12	116	89.889	-0.023	0.002
12	A12	117	90.148	-0.023	0.002
12	A12	118	90.406	-0.024	0.002
12	A12	119	90.665	-0.023	0.002
12	A12	120	90.923	-0.023	0.001
12	A12	121	91.182	-0.024	0.001
12	A12	122	91.440	-0.023	0.001
12	A12	123	91.699	-0.023	0.001
12	A12	124	91.957	-0.024	0.000
12	A12	125	92.216	-0.024	0.000
12	A12	126	92.474	-0.024	0.000
12	A12	127	92.733	-0.024	0.000
12	A12	128	92.991	-0.024	0.000
12	A12	129	93.250	-0.023	0.000
12	A12	130	93.508	-0.024	0.000
12	A12	131	93.767	-0.023	0.000
12	A12	132	94.025	-0.024	0.001
12	A12	133	94.284	-0.024	0.001
12	A12	134	94.542	-0.024	0.001
12	A12	135	94.801	-0.024	0.000
13	A13	1	60.160	4.436	0.269
13	A13	2	60.419	4.408	0.269
13	A13	3	60.677	4.373	0.268
13	A13	4	60.936	4.355	0.267
13	A13	5	61.194	4.338	0.267
13	A13	6	61.453	4.322	0.267
13	A13	7	61.711	4.285	0.268
13	A13	8	61.970	4.257	0.268
13	A13	9	62.228	4.230	0.268
13	A13	10	62.487	4.206	0.268
13	A13	11	62.745	4.185	0.268
13	A13	12	63.004	4.154	0.269
13	A13	13	63.262	4.145	0.271
13	A13	14	63.521	4.101	0.274
13	A13	15	63.779	4.083	0.278
13	A13	16	64.038	4.058	0.281
13	A13	17	64.296	4.024	0.283
13	A13	18	64.555	4.007	0.285
13	A13	19	64.813	3.975	0.285
13	A13	20	65.072	3.947	0.284
13	A13	21	65.330	3.906	0.283
13	A13	22	65.589	3.904	0.281
13	A13	23	65.847	3.860	0.280
13	A13	24	66.106	3.851	0.280
13	A13	25	66.365	3.805	0.282
13	A13	26	66.623	3.797	0.284
13	A13	27	66.882	3.761	0.286
13	A13	28	67.140	3.727	0.287
13	A13	29	67.399	3.710	0.288
13	A13	30	67.657	3.687	0.287
13	A13	31	67.916	3.645	0.286
13	A13	32	68.174	3.614	0.285
13	A13	33	68.433	3.600	0.284
13	A13	34	68.691	3.571	0.284
13	A13	35	68.950	3.550	0.286
13	A13	36	69.208	3.522	0.288
13	A13	37	69.467	3.491	0.290
13	A13	38	69.725	3.457	0.290
13	A13	39	69.984	3.427	0.290
13	A13	40	70.242	3.411	0.289
13	A13	41	70.501	3.374	0.287
13	A13	42	70.759	3.354	0.287
13	A13	43	71.018	3.325	0.286
13	A13	44	71.276	3.294	0.286
13	A13	45	71.535	3.268	0.286
13	A13	46	71.793	3.248	0.286
13	A13	47	72.052	3.205	0.286
13	A13	48	72.310	3.187	0.287
13	A13	49	72.569	3.161	0.289
13	A13	50	72.827	3.141	0.291
13	A13	51	73.086	3.105	0.294
13	A13	52	73.344	3.076	0.296
13	A13	53	73.603	3.051	0.297
13	A13	54	73.861	3.012	0.298
13	A13	55	74.120	2.991	0.298
13	A13	56	74.378	2.962	0.299
13	A13	57	74.637	2.940	0.302
13	A13	58	74.895	2.908	0.306
13	A13	59	75.154	2.877	0.311
13	A13	60	75.412	2.841	0.318
13	A13	61	75.671	2.829	0.326
13	A13	62	75.929	2.783	0.337
13	A13	63	76.188	2.754	0.349
13	A13	64	76.447	2.720	0.364
13	A13	65	76.705	2.693	0.381
13	A13	66	76.964	2.654	0.400
13	A13	67	77.222	2.617	0.420
13	A13	68	77.481	2.564	0.442
13	A13	69	77.739	2.523	0.466
13	A13	70	77.998	2.484	0.493
13	A13	71	78.256	2.444	0.523
13	A13	72	78.515	2.384	0.556
13	A13	73	78.773	2.333	0.592
13	A13	74	79.032	2.272	0.631
13	A13	75	79.290	2.216	0.671
13	A13	76	79.549	2.145	0.713
13	A13	77	79.807	2.069	0.760
13	A13	78	80.066	1.998	0.814
13	A13	79	80.324	1.927	0.881
13	A13	80	80.583	1.850	0.966
13	A13	81	80.841	1.761	1.075
13	A13	82	81.100	1.664	1.209
13	A13	83	81.358	1.560	1.364
13	A13	84	81.617	1.446	1.524
13	A13	85	81.875	1.293	1.669
13	A13	86	82.134	1.094	1.767
13	A13	87	82.392	0.846	1.793
13	A13	88	82.651	0.582	1.731
13	A13	89	82.909	0.353	1.580
13	A13	90	83.168	0.195	1.360
13	A13	91	83.426	0.107	1.104
13	A13	92	83.685	0.069	0.847
13	A13	93	83.943	0.049	0.619
13	A13	94	84.202	0.037	0.437
13	A13	95	84.460	0.026	0.304
13	A13	96	84.719	0.015	0.215
13	A13	97	84.977	0.003	0.158
13	A13	98	85.236	-0.010	0.122
13	A13	99	85.494	-0.021	0.096
13	A13	100	85.753	-0.029	0.077
13	A13	101	86.011	-0.034	0.060
13	A13	102	86.270	-0.036	0.045
13	A13	103	86.529	-0.037	0.033
13	A13	104	86.787	-0.037	0.023
13	A13	105	87.046	-0.039	0.016
13	A13	106	87.304	-0.039	0.011
13	A13	107	87.563	-0.039	0.008
13	A13	108	87.821	-0.040	0.006
13	A13	109	88.080	-0.040	0.004
13	A13	110	88.338	-0.040	0.004
13	A13	111	88.597	-0.041	0.003
13	A13	112	88.855	-0.042	0.003
13	A13	113	89.114	-0.041	0.002
13	A13	114	89.372	-0.041	0.002
13	A13	115	89.631	-0.041	0.002
13	A13	116	89.889	-0.042	0.002
13	A13	117	90.148	-0.041	0.002
13	A13	118	90.406	-0.043	0.002
13	A13	119	90.665	-0.043	0.002
13	A13	120	90.923	-0.042	0.001
13	A13	121	91.182	-0.042	0.001
13	A13	122	91.440	-0.043	0.001
13	A13	123	91.699	-0.041	0.001
13	A13	124	91.957	-0.043	0.001
13	A13	125	92.216	-0.043	0.002
13	A13	126	92.474	-0.043	0.002
13	A13	127	92.733	-0.043	0.002
13	A13	128	92.991	-0.044	0.002
13	A13	129	93.250	-0.045	0.002
13	A13	130	93.508	-0.044	0.002
13	A13	131	93.767	-0.044	0.001
13	A13	132	94.025	-0.044	0.001
13	A13	133	94.284	-0.044	0.000
13	A13	134	94.542	-0.044	0.000
13	A13	135	94.801	-0.044	0.000
14	A14	1	60.160	4.469	0.261
14	A14	2	60.419	4.451	0.262
14	A14	3	60.677	4.432	0.265
14	A14	4	60.936	4.409	0.268
14	A14	5	61.194	4.392	0.272
14	A14	6	61.453	4.350	0.275
14	A14	7	61.711	4.331	0.278
14	A14	8	61.970	4.304	0.278
14	A14	9	62.228	4.271	0.277
14	A14	10	62.487	4.245	0.274
14	A14	11	62.745	4.222	0.271
14	A14	12	63.004	4.196	0.267
