* Barcode = NA
* Block Type = 384-Well Block
* Calibration ABY is expired  = No
* Calibration ABY performed on  = 07-11-2018 11:17:53 MST
* Calibration Background is expired  = No
* Calibration Background performed on  = 07-11-2018 09:36:34 MST
* Calibration CY5 is expired  = No
* Calibration CY5 performed on  = 07-11-2018 11:28:15 MST
* Calibration FAM is expired  = No
* Calibration FAM performed on  = 07-11-2018 10:40:32 MST
* Calibration JUN is expired  = No
* Calibration JUN performed on  = 07-11-2018 11:36:47 MST
* Calibration MUSTANGPUR is expired  = No
* Calibration MUSTANGPUR performed on  = 07-11-2018 11:02:57 MST
* Calibration NED is expired  = No
* Calibration NED performed on  = 07-11-2018 10:31:36 MST
* Calibration ROI is expired  = No
* Calibration ROI performed on  = 07-11-2018 09:24:21 MST
* Calibration ROX is expired  = No
* Calibration ROX performed on  = 07-11-2018 10:50:07 MST
* Calibration SYBR is expired  = No
* Calibration SYBR performed on  = 07-11-2018 10:20:52 MST
* Calibration TAMRA is expired  = No
* Calibration TAMRA performed on  = 07-11-2018 10:01:27 MST
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on  = 07-11-2018 09:50:57 MST
* Calibration VIC is expired  = No
* Calibration VIC performed on  = 07-11-2018 10:11:01 MST
* Chemistry = SYBR_GREEN
* Comment = NA
* Date Created = 10-10-2018 10:01:10 MST
* Experiment File Name = C:\Applied Biosystems\QuantStudio 12K Flex Software\User Files\experiments\MH\MH 3-8.eds
* Experiment Name = MH 3-8
* Experiment Run End Time = 10-09-2018 19:42:07 MST
* Experiment Type = Standard Curve
* Instrument Name = 285881215
* Instrument Serial Number = 285881215
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Amp Score	Cq Conf	Tm1	Tm2	Tm3	Dyes	Quantity	Target	Task	MTP	AMPNC	HIGHSD
43	B19	61	75.671	2.704	0.370
43	B19	62	75.929	2.680	0.377
43	B19	63	76.188	2.638	0.385
43	B19	64	76.447	2.593	0.393
43	B19	65	76.705	2.567	0.402
43	B19	66	76.964	2.531	0.413
43	B19	67	77.222	2.502	0.428
43	B19	68	77.481	2.453	0.446
43	B19	69	77.739	2.416	0.469
43	B19	70	77.998	2.372	0.498
43	B19	71	78.256	2.331	0.530
43	B19	72	78.515	2.294	0.567
43	B19	73	78.773	2.229	0.605
43	B19	74	79.032	2.169	0.645
43	B19	75	79.290	2.107	0.685
43	B19	76	79.549	2.039	0.729
43	B19	77	79.807	1.982	0.780
43	B19	78	80.066	1.913	0.844
43	B19	79	80.324	1.844	0.926
43	B19	80	80.583	1.764	1.030
43	B19	81	80.841	1.678	1.158
43	B19	82	81.100	1.569	1.305
43	B19	83	81.358	1.472	1.462
43	B19	84	81.617	1.341	1.607
43	B19	85	81.875	1.166	1.715
43	B19	86	82.134	0.950	1.758
43	B19	87	82.392	0.706	1.720
43	B19	88	82.651	0.479	1.598
43	B19	89	82.909	0.319	1.408
43	B19	90	83.168	0.228	1.180
43	B19	91	83.426	0.180	0.947
43	B19	92	83.685	0.152	0.738
43	B19	93	83.943	0.128	0.571
43	B19	94	84.202	0.104	0.449
43	B19	95	84.460	0.077	0.364
43	B19	96	84.719	0.046	0.305
43	B19	97	84.977	0.016	0.259
43	B19	98	85.236	-0.012	0.218
43	B19	99	85.494	-0.029	0.179
43	B19	100	85.753	-0.036	0.140
43	B19	101	86.011	-0.042	0.104
43	B19	102	86.270	-0.044	0.074
43	B19	103	86.529	-0.045	0.050
43	B19	104	86.787	-0.046	0.032
43	B19	105	87.046	-0.046	0.020
43	B19	106	87.304	-0.046	0.012
43	B19	107	87.563	-0.048	0.007
43	B19	108	87.821	-0.048	0.005
43	B19	109	88.080	-0.047	0.003
43	B19	110	88.338	-0.047	0.002
43	B19	111	88.597	-0.047	0.002
43	B19	112	88.855	-0.048	0.002
43	B19	113	89.114	-0.047	0.002
43	B19	114	89.372	-0.047	0.002
43	B19	115	89.631	-0.049	0.002
43	B19	116	89.889	-0.049	0.002
43	B19	117	90.148	-0.049	0.002
43	B19	118	90.406	-0.049	0.002
43	B19	119	90.665	-0.049	0.002
43	B19	120	90.923	-0.049	0.002
43	B19	121	91.182	-0.049	0.002
43	B19	122	91.440	-0.050	0.002
43	B19	123	91.699	-0.050	0.002
43	B19	124	91.957	-0.050	0.002
43	B19	125	92.216	-0.051	0.001
43	B19	126	92.474	-0.050	0.001
43	B19	127	92.733	-0.050	0.001
43	B19	128	92.991	-0.050	0.001
43	B19	129	93.250	-0.050	0.001
43	B19	130	93.508	-0.051	0.001
43	B19	131	93.767	-0.051	0.001
43	B19	132	94.025	-0.051	0.001
43	B19	133	94.284	-0.050	0.001
43	B19	134	94.542	-0.051	0.000
43	B19	135	94.801	-0.051	0.000
45	B21	1	60.160	4.254	0.233
45	B21	2	60.419	4.245	0.232
45	B21	3	60.677	4.227	0.231
45	B21	4	60.936	4.205	0.231
45	B21	5	61.194	4.175	0.231
45	B21	6	61.453	4.152	0.232
45	B21	7	61.711	4.135	0.233
45	B21	8	61.970	4.099	0.235
45	B21	9	62.228	4.077	0.237
45	B21	10	62.487	4.061	0.239
45	B21	11	62.745	4.027	0.241
45	B21	12	63.004	4.001	0.243
45	B21	13	63.262	3.975	0.244
45	B21	14	63.521	3.957	0.246
45	B21	15	63.779	3.924	0.247
45	B21	16	64.038	3.895	0.248
45	B21	17	64.296	3.873	0.249
45	B21	18	64.555	3.849	0.249
45	B21	19	64.813	3.814	0.249
45	B21	20	65.072	3.797	0.249
45	B21	21	65.330	3.765	0.248
45	B21	22	65.589	3.747	0.248
45	B21	23	65.847	3.702	0.247
45	B21	24	66.106	3.691	0.247
45	B21	25	66.365	3.659	0.247
45	B21	26	66.623	3.643	0.249
45	B21	27	66.882	3.613	0.251
45	B21	28	67.140	3.582	0.252
45	B21	29	67.399	3.554	0.253
45	B21	30	67.657	3.531	0.253
45	B21	31	67.916	3.499	0.252
45	B21	32	68.174	3.477	0.251
45	B21	33	68.433	3.441	0.251
45	B21	34	68.691	3.422	0.252
45	B21	35	68.950	3.403	0.254
45	B21	36	69.208	3.374	0.256
45	B21	37	69.467	3.342	0.258
45	B21	38	69.725	3.317	0.259
45	B21	39	69.984	3.275	0.258
45	B21	40	70.242	3.254	0.256
45	B21	41	70.501	3.233	0.253
45	B21	42	70.759	3.202	0.250
45	B21	43	71.018	3.173	0.249
45	B21	44	71.276	3.156	0.249
45	B21	45	71.535	3.127	0.250
45	B21	46	71.793	3.100	0.251
45	B21	47	72.052	3.067	0.251
45	B21	48	72.310	3.038	0.250
45	B21	49	72.569	3.016	0.248
45	B21	50	72.827	2.990	0.248
45	B21	51	73.086	2.963	0.248
45	B21	52	73.344	2.944	0.250
45	B21	53	73.603	2.913	0.253
45	B21	54	73.861	2.890	0.257
45	B21	55	74.120	2.856	0.259
45	B21	56	74.378	2.827	0.261
45	B21	57	74.637	2.802	0.262
45	B21	58	74.895	2.767	0.263
45	B21	59	75.154	2.735	0.265
45	B21	60	75.412	2.729	0.270
45	B21	61	75.671	2.694	0.278
45	B21	62	75.929	2.663	0.290
45	B21	63	76.188	2.631	0.305
45	B21	64	76.447	2.600	0.322
45	B21	65	76.705	2.566	0.341
45	B21	66	76.964	2.523	0.362
45	B21	67	77.222	2.488	0.388
45	B21	68	77.481	2.441	0.420
45	B21	69	77.739	2.408	0.460
45	B21	70	77.998	2.360	0.512
45	B21	71	78.256	2.308	0.577
45	B21	72	78.515	2.252	0.656
45	B21	73	78.773	2.181	0.749
45	B21	74	79.032	2.093	0.857
45	B21	75	79.290	2.002	0.980
45	B21	76	79.549	1.894	1.118
45	B21	77	79.807	1.775	1.269
45	B21	78	80.066	1.648	1.424
45	B21	79	80.324	1.502	1.567
45	B21	80	80.583	1.300	1.677
45	B21	81	80.841	1.065	1.730
45	B21	82	81.100	0.802	1.706
45	B21	83	81.358	0.545	1.600
45	B21	84	81.617	0.334	1.420
45	B21	85	81.875	0.191	1.189
45	B21	86	82.134	0.113	0.939
45	B21	87	82.392	0.079	0.700
45	B21	88	82.651	0.064	0.496
45	B21	89	82.909	0.056	0.338
45	B21	90	83.168	0.051	0.229
45	B21	91	83.426	0.044	0.161
45	B21	92	83.685	0.038	0.124
45	B21	93	83.943	0.030	0.106
45	B21	94	84.202	0.019	0.099
45	B21	95	84.460	0.004	0.095
45	B21	96	84.719	-0.010	0.090
45	B21	97	84.977	-0.025	0.082
45	B21	98	85.236	-0.033	0.071
45	B21	99	85.494	-0.038	0.058
45	B21	100	85.753	-0.039	0.044
45	B21	101	86.011	-0.041	0.033
45	B21	102	86.270	-0.043	0.023
45	B21	103	86.529	-0.043	0.016
45	B21	104	86.787	-0.044	0.011
45	B21	105	87.046	-0.044	0.008
45	B21	106	87.304	-0.044	0.006
45	B21	107	87.563	-0.045	0.005
45	B21	108	87.821	-0.045	0.004
45	B21	109	88.080	-0.046	0.004
45	B21	110	88.338	-0.046	0.003
45	B21	111	88.597	-0.047	0.003
45	B21	112	88.855	-0.046	0.003
45	B21	113	89.114	-0.048	0.003
45	B21	114	89.372	-0.047	0.002
45	B21	115	89.631	-0.048	0.002
45	B21	116	89.889	-0.047	0.002
45	B21	117	90.148	-0.047	0.002
45	B21	118	90.406	-0.049	0.002
45	B21	119	90.665	-0.048	0.002
45	B21	120	90.923	-0.048	0.002
45	B21	121	91.182	-0.049	0.002
45	B21	122	91.440	-0.049	0.001
45	B21	123	91.699	-0.049	0.001
45	B21	124	91.957	-0.049	0.001
45	B21	125	92.216	-0.048	0.001
45	B21	126	92.474	-0.049	0.001
45	B21	127	92.733	-0.049	0.001
45	B21	128	92.991	-0.049	0.001
45	B21	129	93.250	-0.049	0.001
45	B21	130	93.508	-0.050	0.001
45	B21	131	93.767	-0.050	0.001
45	B21	132	94.025	-0.051	0.001
45	B21	133	94.284	-0.050	0.001
45	B21	134	94.542	-0.050	0.000
45	B21	135	94.801	-0.050	0.000
47	B23	1	60.160	4.201	0.303
47	B23	2	60.419	4.175	0.305
47	B23	3	60.677	4.152	0.306
47	B23	4	60.936	4.128	0.306
47	B23	5	61.194	4.089	0.305
47	B23	6	61.453	4.075	0.304
47	B23	7	61.711	4.065	0.302
47	B23	8	61.970	4.026	0.301
47	B23	9	62.228	3.993	0.301
47	B23	10	62.487	3.984	0.300
47	B23	11	62.745	3.945	0.300
47	B23	12	63.004	3.929	0.300
47	B23	13	63.262	3.911	0.302
47	B23	14	63.521	3.875	0.304
47	B23	15	63.779	3.860	0.307
47	B23	16	64.038	3.826	0.311
47	B23	17	64.296	3.800	0.314
47	B23	18	64.555	3.784	0.318
47	B23	19	64.813	3.749	0.323
47	B23	20	65.072	3.728	0.327
47	B23	21	65.330	3.705	0.330
47	B23	22	65.589	3.662	0.332
47	B23	23	65.847	3.645	0.333
47	B23	24	66.106	3.617	0.332
47	B23	25	66.365	3.575	0.331
47	B23	26	66.623	3.569	0.330
47	B23	27	66.882	3.528	0.330
47	B23	28	67.140	3.516	0.330
47	B23	29	67.399	3.476	0.331
47	B23	30	67.657	3.452	0.330
47	B23	31	67.916	3.426	0.327
47	B23	32	68.174	3.393	0.324
47	B23	33	68.433	3.361	0.320
47	B23	34	68.691	3.351	0.318
47	B23	35	68.950	3.318	0.317
47	B23	36	69.208	3.293	0.318
47	B23	37	69.467	3.280	0.320
47	B23	38	69.725	3.234	0.322
47	B23	39	69.984	3.213	0.324
47	B23	40	70.242	3.180	0.326
47	B23	41	70.501	3.164	0.327
47	B23	42	70.759	3.136	0.329
47	B23	43	71.018	3.116	0.330
47	B23	44	71.276	3.067	0.330
47	B23	45	71.535	3.047	0.329
47	B23	46	71.793	3.017	0.326
47	B23	47	72.052	3.004	0.323
47	B23	48	72.310	2.961	0.320
47	B23	49	72.569	2.944	0.319
47	B23	50	72.827	2.913	0.319
47	B23	51	73.086	2.888	0.321
47	B23	52	73.344	2.877	0.324
47	B23	53	73.603	2.832	0.328
47	B23	54	73.861	2.812	0.333
47	B23	55	74.120	2.788	0.338
47	B23	56	74.378	2.749	0.342
47	B23	57	74.637	2.723	0.347
47	B23	58	74.895	2.696	0.353
47	B23	59	75.154	2.668	0.362
47	B23	60	75.412	2.648	0.373
47	B23	61	75.671	2.608	0.387
47	B23	62	75.929	2.577	0.401
47	B23	63	76.188	2.548	0.415
47	B23	64	76.447	2.500	0.428
47	B23	65	76.705	2.463	0.442
47	B23	66	76.964	2.432	0.457
47	B23	67	77.222	2.400	0.477
47	B23	68	77.481	2.363	0.504
47	B23	69	77.739	2.316	0.538
47	B23	70	77.998	2.277	0.582
47	B23	71	78.256	2.223	0.635
47	B23	72	78.515	2.180	0.698
47	B23	73	78.773	2.124	0.770
47	B23	74	79.032	2.052	0.851
47	B23	75	79.290	1.981	0.942
47	B23	76	79.549	1.894	1.043
47	B23	77	79.807	1.807	1.156
47	B23	78	80.066	1.716	1.282
47	B23	79	80.324	1.616	1.414
47	B23	80	80.583	1.502	1.542
47	B23	81	80.841	1.370	1.645
47	B23	82	81.100	1.202	1.699
47	B23	83	81.358	0.995	1.684
47	B23	84	81.617	0.784	1.591
47	B23	85	81.875	0.617	1.428
47	B23	86	82.134	0.510	1.219
47	B23	87	82.392	0.455	0.997
47	B23	88	82.651	0.427	0.796
47	B23	89	82.909	0.410	0.640
47	B23	90	83.168	0.392	0.541
47	B23	91	83.426	0.369	0.495
47	B23	92	83.685	0.339	0.492
47	B23	93	83.943	0.303	0.512
47	B23	94	84.202	0.252	0.536
47	B23	95	84.460	0.187	0.548
47	B23	96	84.719	0.116	0.536
47	B23	97	84.977	0.051	0.496
47	B23	98	85.236	0.005	0.432
47	B23	99	85.494	-0.021	0.352
47	B23	100	85.753	-0.031	0.269
47	B23	101	86.011	-0.036	0.193
47	B23	102	86.270	-0.038	0.129
47	B23	103	86.529	-0.040	0.082
47	B23	104	86.787	-0.040	0.049
47	B23	105	87.046	-0.041	0.028
47	B23	106	87.304	-0.040	0.016
47	B23	107	87.563	-0.041	0.010
47	B23	108	87.821	-0.041	0.006
47	B23	109	88.080	-0.042	0.005
47	B23	110	88.338	-0.041	0.004
47	B23	111	88.597	-0.043	0.003
47	B23	112	88.855	-0.043	0.003
47	B23	113	89.114	-0.043	0.003
47	B23	114	89.372	-0.043	0.002
47	B23	115	89.631	-0.043	0.002
47	B23	116	89.889	-0.044	0.002
47	B23	117	90.148	-0.043	0.002
47	B23	118	90.406	-0.043	0.002
47	B23	119	90.665	-0.044	0.002
47	B23	120	90.923	-0.044	0.003
47	B23	121	91.182	-0.045	0.003
47	B23	122	91.440	-0.045	0.003
47	B23	123	91.699	-0.045	0.003
47	B23	124	91.957	-0.044	0.003
47	B23	125	92.216	-0.045	0.003
47	B23	126	92.474	-0.046	0.003
47	B23	127	92.733	-0.047	0.003
47	B23	128	92.991	-0.047	0.002
47	B23	129	93.250	-0.046	0.001
47	B23	130	93.508	-0.045	0.001
47	B23	131	93.767	-0.046	0.001
47	B23	132	94.025	-0.046	0.000
47	B23	133	94.284	-0.046	0.000
47	B23	134	94.542	-0.046	0.000
47	B23	135	94.801	-0.047	0.000
49	C1	1	60.160	3.984	0.210
49	C1	2	60.419	3.973	0.209
49	C1	3	60.677	3.941	0.209
49	C1	4	60.936	3.931	0.209
49	C1	5	61.194	3.905	0.209
49	C1	6	61.453	3.885	0.210
49	C1	7	61.711	3.871	0.211
49	C1	8	61.970	3.833	0.211
49	C1	9	62.228	3.816	0.212
49	C1	10	62.487	3.792	0.212
49	C1	11	62.745	3.770	0.212
49	C1	12	63.004	3.746	0.213
49	C1	13	63.262	3.734	0.215
49	C1	14	63.521	3.708	0.217
49	C1	15	63.779	3.680	0.219
49	C1	16	64.038	3.647	0.221
49	C1	17	64.296	3.631	0.223
49	C1	18	64.555	3.621	0.225
49	C1	19	64.813	3.587	0.227
49	C1	20	65.072	3.557	0.228
49	C1	21	65.330	3.537	0.228
49	C1	22	65.589	3.513	0.228
49	C1	23	65.847	3.485	0.227
49	C1	24	66.106	3.464	0.226
49	C1	25	66.365	3.426	0.226
49	C1	26	66.623	3.426	0.227
49	C1	27	66.882	3.397	0.231
49	C1	28	67.140	3.372	0.234
49	C1	29	67.399	3.342	0.237
49	C1	30	67.657	3.313	0.239
49	C1	31	67.916	3.293	0.239
49	C1	32	68.174	3.257	0.238
49	C1	33	68.433	3.238	0.236
49	C1	34	68.691	3.214	0.234
49	C1	35	68.950	3.191	0.232
49	C1	36	69.208	3.161	0.231
49	C1	37	69.467	3.146	0.230
49	C1	38	69.725	3.108	0.230
49	C1	39	69.984	3.090	0.230
49	C1	40	70.242	3.070	0.231
49	C1	41	70.501	3.046	0.231
49	C1	42	70.759	3.012	0.231
49	C1	43	71.018	2.993	0.230
49	C1	44	71.276	2.960	0.229
49	C1	45	71.535	2.941	0.228
49	C1	46	71.793	2.916	0.228
49	C1	47	72.052	2.902	0.229
49	C1	48	72.310	2.862	0.231
49	C1	49	72.569	2.850	0.233
49	C1	50	72.827	2.814	0.236
49	C1	51	73.086	2.800	0.239
49	C1	52	73.344	2.763	0.243
49	C1	53	73.603	2.742	0.248
49	C1	54	73.861	2.722	0.254
49	C1	55	74.120	2.692	0.259
49	C1	56	74.378	2.659	0.265
49	C1	57	74.637	2.632	0.270
49	C1	58	74.895	2.596	0.274
49	C1	59	75.154	2.569	0.278
49	C1	60	75.412	2.548	0.283
49	C1	61	75.671	2.509	0.288
49	C1	62	75.929	2.485	0.295
49	C1	63	76.188	2.446	0.303
49	C1	64	76.447	2.420	0.313
49	C1	65	76.705	2.377	0.326
49	C1	66	76.964	2.351	0.342
49	C1	67	77.222	2.320	0.364
49	C1	68	77.481	2.275	0.392
49	C1	69	77.739	2.231	0.428
49	C1	70	77.998	2.192	0.474
49	C1	71	78.256	2.148	0.532
49	C1	72	78.515	2.088	0.604
49	C1	73	78.773	2.021	0.691
49	C1	74	79.032	1.965	0.795
49	C1	75	79.290	1.864	0.916
49	C1	76	79.549	1.767	1.052
49	C1	77	79.807	1.658	1.199
49	C1	78	80.066	1.522	1.347
49	C1	79	80.324	1.378	1.480
49	C1	80	80.583	1.197	1.577
49	C1	81	80.841	0.964	1.617
49	C1	82	81.100	0.715	1.585
49	C1	83	81.358	0.480	1.476
49	C1	84	81.617	0.289	1.300
49	C1	85	81.875	0.164	1.081
49	C1	86	82.134	0.096	0.849
49	C1	87	82.392	0.069	0.630
49	C1	88	82.651	0.055	0.447
49	C1	89	82.909	0.048	0.307
49	C1	90	83.168	0.041	0.212
49	C1	91	83.426	0.033	0.152
49	C1	92	83.685	0.026	0.119
49	C1	93	83.943	0.016	0.102
49	C1	94	84.202	0.003	0.092
49	C1	95	84.460	-0.010	0.085
49	C1	96	84.719	-0.023	0.076
49	C1	97	84.977	-0.032	0.065
49	C1	98	85.236	-0.035	0.053
49	C1	99	85.494	-0.039	0.042
49	C1	100	85.753	-0.039	0.031
49	C1	101	86.011	-0.041	0.022
49	C1	102	86.270	-0.041	0.015
49	C1	103	86.529	-0.042	0.010
49	C1	104	86.787	-0.042	0.007
49	C1	105	87.046	-0.043	0.005
49	C1	106	87.304	-0.043	0.004
49	C1	107	87.563	-0.044	0.003
49	C1	108	87.821	-0.043	0.003
49	C1	109	88.080	-0.044	0.002
49	C1	110	88.338	-0.044	0.002
49	C1	111	88.597	-0.044	0.002
49	C1	112	88.855	-0.045	0.002
49	C1	113	89.114	-0.044	0.002
49	C1	114	89.372	-0.045	0.002
49	C1	115	89.631	-0.045	0.002
49	C1	116	89.889	-0.044	0.002
49	C1	117	90.148	-0.046	0.002
49	C1	118	90.406	-0.046	0.002
49	C1	119	90.665	-0.046	0.002
49	C1	120	90.923	-0.046	0.002
49	C1	121	91.182	-0.046	0.002
49	C1	122	91.440	-0.046	0.001
49	C1	123	91.699	-0.046	0.001
49	C1	124	91.957	-0.047	0.001
49	C1	125	92.216	-0.047	0.001
49	C1	126	92.474	-0.046	0.001
49	C1	127	92.733	-0.047	0.001
49	C1	128	92.991	-0.047	0.001
49	C1	129	93.250	-0.047	0.001
49	C1	130	93.508	-0.047	0.001
49	C1	131	93.767	-0.047	0.001
49	C1	132	94.025	-0.047	0.001
49	C1	133	94.284	-0.047	0.001
49	C1	134	94.542	-0.047	0.001
49	C1	135	94.801	-0.048	0.000
50	C2	1	60.160	3.996	0.218
50	C2	2	60.419	3.979	0.219
50	C2	3	60.677	3.955	0.220
50	C2	4	60.936	3.933	0.220
50	C2	5	61.194	3.902	0.219
50	C2	6	61.453	3.890	0.219
50	C2	7	61.711	3.859	0.219
50	C2	8	61.970	3.850	0.219
50	C2	9	62.228	3.819	0.219
50	C2	10	62.487	3.784	0.219
50	C2	11	62.745	3.765	0.218
50	C2	12	63.004	3.751	0.217
50	C2	13	63.262	3.723	0.218
50	C2	14	63.521	3.700	0.219
50	C2	15	63.779	3.683	0.221
50	C2	16	64.038	3.654	0.224
50	C2	17	64.296	3.630	0.227
50	C2	18	64.555	3.609	0.230
50	C2	19	64.813	3.581	0.232
50	C2	20	65.072	3.554	0.234
50	C2	21	65.330	3.533	0.235
50	C2	22	65.589	3.506	0.236
50	C2	23	65.847	3.486	0.237
50	C2	24	66.106	3.452	0.237
50	C2	25	66.365	3.429	0.237
50	C2	26	66.623	3.406	0.236
50	C2	27	66.882	3.379	0.235
50	C2	28	67.140	3.356	0.234
50	C2	29	67.399	3.323	0.234
50	C2	30	67.657	3.313	0.234
50	C2	31	67.916	3.283	0.236
50	C2	32	68.174	3.254	0.237
50	C2	33	68.433	3.239	0.237
50	C2	34	68.691	3.199	0.237
50	C2	35	68.950	3.177	0.235
50	C2	36	69.208	3.153	0.232
50	C2	37	69.467	3.130	0.230
50	C2	38	69.725	3.102	0.229
50	C2	39	69.984	3.085	0.230
50	C2	40	70.242	3.059	0.233
50	C2	41	70.501	3.040	0.236
50	C2	42	70.759	3.013	0.239
50	C2	43	71.018	2.976	0.241
50	C2	44	71.276	2.946	0.242
50	C2	45	71.535	2.931	0.241
50	C2	46	71.793	2.902	0.239
50	C2	47	72.052	2.874	0.238
50	C2	48	72.310	2.853	0.237
50	C2	49	72.569	2.823	0.238
50	C2	50	72.827	2.803	0.239
50	C2	51	73.086	2.782	0.241
50	C2	52	73.344	2.750	0.244
50	C2	53	73.603	2.723	0.247
50	C2	54	73.861	2.696	0.251
50	C2	55	74.120	2.670	0.254
50	C2	56	74.378	2.646	0.258
50	C2	57	74.637	2.619	0.263
50	C2	58	74.895	2.586	0.269
50	C2	59	75.154	2.560	0.275
50	C2	60	75.412	2.527	0.282
50	C2	61	75.671	2.500	0.290
50	C2	62	75.929	2.470	0.298
50	C2	63	76.188	2.433	0.308
50	C2	64	76.447	2.405	0.319
50	C2	65	76.705	2.365	0.332
50	C2	66	76.964	2.336	0.348
50	C2	67	77.222	2.297	0.369
50	C2	68	77.481	2.257	0.396
50	C2	69	77.739	2.217	0.431
50	C2	70	77.998	2.177	0.476
50	C2	71	78.256	2.128	0.534
50	C2	72	78.515	2.071	0.605
50	C2	73	78.773	2.012	0.692
50	C2	74	79.032	1.939	0.795
50	C2	75	79.290	1.849	0.915
50	C2	76	79.549	1.747	1.052
50	C2	77	79.807	1.636	1.202
50	C2	78	80.066	1.524	1.352
50	C2	79	80.324	1.377	1.487
50	C2	80	80.583	1.170	1.584
50	C2	81	80.841	0.937	1.620
50	C2	82	81.100	0.689	1.581
50	C2	83	81.358	0.457	1.463
50	C2	84	81.617	0.277	1.280
50	C2	85	81.875	0.158	1.058
50	C2	86	82.134	0.096	0.825
50	C2	87	82.392	0.070	0.609
50	C2	88	82.651	0.059	0.430
50	C2	89	82.909	0.051	0.296
50	C2	90	83.168	0.044	0.205
50	C2	91	83.426	0.036	0.150
50	C2	92	83.685	0.029	0.119
50	C2	93	83.943	0.017	0.103
50	C2	94	84.202	0.005	0.094
50	C2	95	84.460	-0.010	0.087
50	C2	96	84.719	-0.022	0.077
50	C2	97	84.977	-0.030	0.066
50	C2	98	85.236	-0.034	0.054
50	C2	99	85.494	-0.037	0.042
50	C2	100	85.753	-0.038	0.031
50	C2	101	86.011	-0.039	0.022
50	C2	102	86.270	-0.040	0.015
50	C2	103	86.529	-0.041	0.010
50	C2	104	86.787	-0.041	0.007
50	C2	105	87.046	-0.042	0.005
50	C2	106	87.304	-0.042	0.004
50	C2	107	87.563	-0.042	0.003
50	C2	108	87.821	-0.043	0.003
50	C2	109	88.080	-0.043	0.002
50	C2	110	88.338	-0.043	0.002
50	C2	111	88.597	-0.043	0.002
50	C2	112	88.855	-0.043	0.002
50	C2	113	89.114	-0.043	0.002
50	C2	114	89.372	-0.044	0.002
50	C2	115	89.631	-0.043	0.001
50	C2	116	89.889	-0.044	0.001
50	C2	117	90.148	-0.044	0.001
50	C2	118	90.406	-0.044	0.001
50	C2	119	90.665	-0.044	0.001
50	C2	120	90.923	-0.044	0.001
50	C2	121	91.182	-0.045	0.001
50	C2	122	91.440	-0.045	0.001
50	C2	123	91.699	-0.045	0.001
50	C2	124	91.957	-0.045	0.001
50	C2	125	92.216	-0.046	0.001
50	C2	126	92.474	-0.045	0.001
50	C2	127	92.733	-0.046	0.001
50	C2	128	92.991	-0.045	0.001
50	C2	129	93.250	-0.045	0.001
50	C2	130	93.508	-0.045	0.001
50	C2	131	93.767	-0.046	0.001
50	C2	132	94.025	-0.046	0.001
50	C2	133	94.284	-0.046	0.001
50	C2	134	94.542	-0.045	0.000
50	C2	135	94.801	-0.046	0.000
51	C3	1	60.160	4.215	0.214
51	C3	2	60.419	4.188	0.216
51	C3	3	60.677	4.152	0.217
51	C3	4	60.936	4.140	0.217
51	C3	5	61.194	4.112	0.216
51	C3	6	61.453	4.089	0.214
51	C3	7	61.711	4.054	0.212
51	C3	8	61.970	4.040	0.210
51	C3	9	62.228	4.010	0.208
51	C3	10	62.487	3.997	0.208
51	C3	11	62.745	3.965	0.209
51	C3	12	63.004	3.942	0.211
51	C3	13	63.262	3.920	0.214
51	C3	14	63.521	3.896	0.217
51	C3	15	63.779	3.871	0.219
51	C3	16	64.038	3.839	0.221
51	C3	17	64.296	3.818	0.223
51	C3	18	64.555	3.787	0.225
51	C3	19	64.813	3.770	0.226
51	C3	20	65.072	3.742	0.227
51	C3	21	65.330	3.712	0.228
51	C3	22	65.589	3.683	0.227
51	C3	23	65.847	3.655	0.226
51	C3	24	66.106	3.633	0.224
51	C3	25	66.365	3.611	0.222
51	C3	26	66.623	3.577	0.222
51	C3	27	66.882	3.553	0.223
51	C3	28	67.140	3.538	0.224
51	C3	29	67.399	3.511	0.227
51	C3	30	67.657	3.477	0.229
51	C3	31	67.916	3.454	0.231
51	C3	32	68.174	3.419	0.232
51	C3	33	68.433	3.408	0.232
51	C3	34	68.691	3.366	0.231
51	C3	35	68.950	3.341	0.229
51	C3	36	69.208	3.314	0.227
51	C3	37	69.467	3.291	0.226
51	C3	38	69.725	3.270	0.225
51	C3	39	69.984	3.245	0.224
51	C3	40	70.242	3.210	0.223
51	C3	41	70.501	3.181	0.221
51	C3	42	70.759	3.161	0.220
51	C3	43	71.018	3.139	0.220
51	C3	44	71.276	3.109	0.221
51	C3	45	71.535	3.088	0.222
51	C3	46	71.793	3.063	0.223
51	C3	47	72.052	3.035	0.224
51	C3	48	72.310	3.003	0.224
51	C3	49	72.569	2.979	0.223
51	C3	50	72.827	2.950	0.221
51	C3	51	73.086	2.926	0.220
51	C3	52	73.344	2.905	0.220
